Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,3,HSS (I-XII),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,1,0,2,2,2,2,2,2,2,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,1,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,3,HSS (I-XII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,6,6,0,2,6,6,5,6,6,6,0,0,0,0,5,6,0,1,0,6,1,6,3,6,6,1,1,0,6,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,5,HSS (VI-XII),4,Government Aided,Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,5,4,0,5,5,5,4,5,5,5,0,0,0,0,1,5,0,1,3,4,0,2,2,4,5,0,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,1,3,3,3,2,2,2,0,0,0,0,3,2,0,0,0,2,2,3,2,2,3,0,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,160,156,0,10,143,143,43,134,147,151,0,0,0,0,17,130,0,0,119,93,0,62,74,3,129,0,84,0,99,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,1,PS (I-V),2,Tribal Welfare Department,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,37,37,0,4,34,35,30,37,37,37,0,0,0,0,21,26,0,0,4,22,1,22,12,14,27,0,0,0,33,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,1,PS (I-V),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,3,3,0,0,3,3,2,3,2,3,0,0,0,0,0,3,0,0,2,2,0,2,1,0,1,0,2,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,1,PS (I-V),5,Private Unaided (Recognized),Urban,3,Co-Ed,5,5,0,0,4,5,3,5,5,5,0,0,0,0,3,2,0,0,0,1,0,3,0,1,4,0,0,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,7,7,0,1,7,7,3,7,7,7,0,0,0,0,6,6,0,0,0,6,3,4,2,6,7,0,1,0,7,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,7,SS (VI-X),4,Government Aided,Rural,3,Co-Ed,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,7,6,0,1,7,7,6,7,7,7,0,0,0,0,6,7,0,1,0,6,3,7,1,5,6,3,2,0,7,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,7,SS (VI-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,10,10,0,1,8,8,8,10,10,10,0,0,0,0,3,6,0,0,2,7,0,7,3,1,9,0,2,0,10,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,4,UPS (VI-VIII),1,Department of Education,Rural,1,Boys,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,4,UPS (VI-VIII),1,Department of Education,Rural,2,Girls,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,69,69,0,9,61,61,17,64,63,67,0,0,0,0,5,58,0,0,36,43,0,17,30,1,50,0,31,0,36,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,3,2,0,0,3,3,0,3,3,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,18,18,0,1,15,15,12,18,18,18,0,0,0,0,13,12,0,0,2,12,0,10,5,5,13,0,0,0,16,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,4,UPS (VI-VIII),1,Department of Education,Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93301,AKBARPUR,4,UPS (VI-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,0,2,2,2,2,2,2,0,0,0,0,2,1,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,0,3,3,2,3,3,3,0,0,0,0,2,2,0,0,0,2,0,3,1,1,2,0,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,10,HSS (IX-XII),4,Government Aided,Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,10,HSS (IX-XII),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,5,HSS (VI-XII),1,Department of Education,Urban,2,Girls,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,7,6,0,7,7,7,5,6,6,6,0,0,0,0,2,5,0,2,3,5,1,5,2,4,7,1,1,0,6,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,1,2,1,2,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),1,Department of Education,Rural,1,Boys,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),1,Department of Education,Urban,2,Girls,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,173,170,0,4,130,131,50,148,153,156,0,0,0,0,33,150,0,0,160,111,0,103,77,6,107,0,111,0,99,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,31,29,0,0,25,25,16,31,31,31,0,0,0,0,3,13,0,0,0,6,0,8,10,4,22,0,3,0,22,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),98,Madarsa unrecognized,Rural,3,Co-Ed,2,2,0,0,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,2,2,0,0,2,2,0,2,2,2,0,0,0,0,0,2,0,0,2,1,0,0,2,1,1,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,1,PS (I-V),5,Private Unaided (Recognized),Urban,3,Co-Ed,5,5,0,0,5,5,4,5,5,5,0,0,0,0,0,2,0,0,0,0,0,2,0,1,4,0,1,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,6,SS (I-X),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,3,2,0,0,1,1,0,2,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,8,SS (IX-X),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,0,2,2,0,3,3,3,0,0,0,0,3,3,0,0,1,3,0,1,2,2,2,0,3,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,1,3,3,2,3,3,3,0,0,0,0,3,3,0,1,0,3,2,2,0,2,2,2,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,2,2,2,3,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,3,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,1,2,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,2,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Urban,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,4,UPS (VI-VIII),1,Department of Education,Urban,2,Girls,2,1,0,1,2,2,1,2,2,2,0,0,0,0,1,1,0,0,2,0,0,0,1,1,2,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,84,83,0,7,57,57,26,74,75,77,0,0,0,0,11,76,0,0,70,58,0,19,31,3,45,0,33,0,56,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,5,5,0,0,4,4,1,5,5,5,0,0,0,0,1,2,0,0,4,3,0,2,1,2,5,0,0,0,5,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,17,17,0,3,16,16,4,17,17,17,0,0,0,0,2,8,0,1,0,8,1,10,6,6,13,1,0,0,12,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93302,AMARAUDHA,4,UPS (VI-VIII),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,3,HSS (I-XII),4,Government Aided,Rural,3,Co-Ed,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,10,HSS (IX-XII),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,1,3,3,1,3,3,3,0,0,0,0,3,3,0,1,0,3,0,3,1,1,4,1,0,0,4,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,2,1,0,1,1,2,2,1,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,110,109,0,0,93,93,33,98,97,103,0,0,0,0,6,92,0,0,108,73,0,74,85,4,90,0,104,0,91,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,16,16,0,0,16,16,8,16,16,16,0,0,0,0,7,12,0,0,0,6,1,8,5,7,10,0,0,0,11,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,2,2,0,0,2,2,1,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,7,SS (VI-X),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,1,2,2,0,2,2,2,0,0,0,0,1,2,0,0,0,1,0,1,2,0,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,1,3,3,1,3,3,3,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,933,KANPUR DEHAT,93303,DERAPUR,4,UPS (VI-VIII),1,Department of Education,Urban,1,Boys,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
